,text,airline_sentiment
9747,southern hospitality luggage delivery service sav awful great delivering empty promise luggage ampwaiting,negative
9748,1st flight u air plane mechanical issue wait 90 minute help customer service help management,negative
9749,flight missed due mech issue food voucher transported different airport rental reimbursement,negative
9750,dont control stupidity room plane come better mess u,negative
9751,interesting forward compliment never complaint world worst airline,negative
9752,flight 4500 403 delayed crew availability give im getting tpa 25 hr past scheduled arrival,negative
9753,airport dca airline mess flight also cover hotel cost dca 5hrs,negative
9754,line 90 min mechanical issue caused miss flight 1 rep 20 upset people,negative
9755,entire flight crew flight 738 bos phl wonderful job making experience totally suck,positive
9756,someone please answer call waaaaaaiting,negative
9757,holding luggage hostage flight 5182,negative
9758,major issue getting boston crew exceptional let see thing roll philly,positive
9759,ive trying set phone interview day hoping position wont filled link doesnt work,negative
9760,email,neutral
9761,call find rebooked tomorrow ask number email day info,negative
9762,u airway dont care customer worst experience today u airway wife toddler,negative
9763,thanks whole team ontime flight despite inclement weather,positive
9764,rude staff said dont care market place food youre going vacation work nice huh,negative
9765,happens frequent flyer mile earned merger complete aa,neutral
9766,got stand list earlier flight dca status checked bag supposed thanks,negative
9767,flight keep getting delayed late flightr late flightr,negative
9768,idea flight 703 miami leave second time,neutral
9769,contacted got automated response wont give code,negative
9770,yea give 5 cent dollar,neutral
9771,really letter say discus serving drunk drink doesnt help current situation,negative
9772,great thank,positive
9773,mean might care sister assaulted one flight,negative
9774,top dozen ppl missed connection one person customer service abysmal,negative
9775,often airline easy work needed change flight time attendant mke made day,positive
9776,possible someone drunk bring wheelchair keep serving,negative
9777,service phl abysmal hour runway waiting gate information anywhere missed connection abysmal,negative
9778,worst customer service ever let people assaulted flight nothing,negative
9779,providing pilot flight new feature merger,negative
9780,know flight pilot 1581 coming thanks,neutral
9781,guess ok people sexually assaulted flight nice customer service,negative
9782,please help need plane wait go tarmac hr baggage took 45 still thru custom,negative
9783,usair returned phl due issue fire detector happens next,negative
9784,ur specialist said would talk stewardess serving drunk drink really help,negative
9785,wrong boston plain leaving tonight son need get back state college pa,negative
9786,two hour hold talk agentthen disconnect trying two day wtf hire csrs u make,negative
9787,dont pilot least another hour earth would board plane make sense,negative
9788,flight 2120 please get u flight plan already issue 21st century,negative
9789,inbound flight arrives scheduled outbound departure still time,negative
9790,thanks three cancelled flightled flight making u go raleigh charlote lexington philly istead raleigh philly,negative
9791,rant cont top rescheduled flight tpa 1010 already delayed bad,negative
9792,advise whats happening departure delay clt,negative
9793,provide info checking stroller car seat cost restriction need bring 2 seat 1 stroller,neutral
9794,delay mechanical issue weekend flight ridiculous tweet long delayed,negative
9795,another great flight thanks showing dad wonderful customer service,positive
9796,happening sitting philly hour pls take care flight 759 chicago least least u know flight,negative
9797,pm w answer flt 4278 still time ground hr w gate need help pls,negative
9798,plane scheduled come time actually happen bozo dont room u,negative
9799,reason avoid like plague glad see merger working well,negative
9800,word accommodation passenger u 746 arrive charlotte lot tired passenger,negative
9801,thank couple easy hassle free flight today professional friendly staff made everything easy,positive
9802,hire smarter people system keep crashing instead mooks man airport,negative
9803,flight 614 keep telling min take hour first time best,negative
9804,wrong guy inability get plane philly time pilot gave u answer b,negative
9805,guy worst flying philadelphia two jetways available time plane,negative
9806,received two reservation checkins two different flight one flight tomorrow morning need assistance asap,neutral
9807,wheres luggage waiting hour flight 2118,negative
9808,cancelled flightled last part ticket confused email received whether value remains someone ask,neutral
9809,suck philadelphia let u plane,negative
9810,pissing thousand east coast customer delay longer flight fail,negative
9811,please people hold flight 599 phoenix san jose pulling gate scheduled depart 540,neutral
9812,2 hour counting kind travel voucher get,negative
9813,weve waiting gate 2 hr waiting stow luggage,negative
9814,thats 1h 10m waiting get bag 1h40m flight delay plus 2hrs delay way never flying,negative
9815,florida flight service suck,negative
9816,cant gate agent flight provide update seriously ridiculous long people waiting,negative
9817,ivr hung high call volume need help call,negative
9818,tweeted apology enough delay fiasco none insult gate agent worse except mark n bad clt,negative
9819,sorry philly shouldve told,neutral
9820,pilot flight 729 didnt show departure ⌚ amp there broken computer next time flying flight,negative
9821,pilot say going take 10 minute maybe system came back online,neutral
